cid_codigo,cid_categoria,cid_descricao,grupo_morbidade,subgrupo,periodo_obstetrico,fonte_classificacao,e_morbidade
O30,O30,Gestacao mult,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O300,O30,Gravidez dupla,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O301,O30,Gravidez trigemelar,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O302,O30,Gravidez quadrigemelar,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O308,O30,Outr gestacoes mult,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O309,O30,Gestacao mult NE,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O31,O31,Complic especificas de gestacao mult,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O310,O31,Feto papiraceo,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O311,O31,Continuacao gravidez apos aborto de fetos,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O312,O31,Contin grav apos morte intra-uter de fetos,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O318,O31,Outr complic especificas de gestacao mult,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O32,O32,Assist prest mae apres anorm conh susp feto,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O320,O32,Assist prest mae p/posicao fetal instavel,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O321,O32,Assist prestada a mae p/apresentacao pelvica,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O322,O32,Assist prest mae pos fetal transv e obliqua,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O323,O32,Assist prest mae apres face mento e fronte,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O324,O32,Assist prest mae polo cefal alto gest termo,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O325,O32,Assist prest mae gest mult apres anorm fetos,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O326,O32,Assist prest mae p/apresentacao composta,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O328,O32,Assist prest mae outr form apres anorm feto,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O329,O32,Assist prest mae apres anormal do feto NE,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O33,O33,Assist prest mae desprop conhecida suspeita,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O330,O33,Assist prest mae despr deform pelv ossea mat,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O331,O33,Assist prest mae desprop contrac geral pelve,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O332,O33,Assist prest mae despr contr estr sup pelve,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O333,O33,Assist prest mae despr contr estr inf pelve,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O334,O33,Assist prest mae desprop orig mista mat fet,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O335,O33,Assist prest mae desprop feto excepc grande,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O336,O33,Assist prest mae desprop feto hidrocefalico,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O337,O33,Assist prest mae desprop dev outr deform fet,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O338,O33,Assist prest mae desproporcao de outr origem,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O339,O33,Assist prestada a mae p/uma desproporcao NE,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O34,O34,Assist prest mae anor conh susp org pelv mat,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O340,O34,Assist a mae p/malformacao congen do utero,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O341,O34,Assist prestada a mae p/tumor do corpo utero,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O342,O34,Assist prest mae cicatriz uterina cirurg ant,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O343,O34,Assist prest mae p/incompetencia cervical,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O344,O34,Assist prest mae outr anorm colo do utero,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O345,O34,Assist prest mae outr anorm utero gravidico,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O346,O34,Assist prest mae p/anormalidade da vagina,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O347,O34,Assist prest mae p/anorm da vulva e perineo,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O348,O34,Assist prest mae p/outr anorm org pelvicos,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O349,O34,Assist prest mae p/anorm orgaos pelvicos NE,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O35,O35,Assist prest mae anorm lesao fet conhec susp,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O350,O35,Assist prest mae malform sist nerv cent feto,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O351,O35,Assist prest mae anorm cromossomica do feto,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O352,O35,Assist prest mae p/doenc hereditaria do feto,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O353,O35,Assist prest mae lesao fet caus doen vir mat,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O354,O35,Assist prest mae lesao caus feto alcool mat,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O355,O35,Assist prest mae lesao fetal causada drogas,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O356,O35,Assist prest mae lesao fetal causada radiac,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O357,O35,Assist prest mae lesao fet caus out proc med,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O358,O35,Assist prest mae outr anorm ou lesoes fetais,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O359,O35,Assist prest mae lesao ou anorm fetais NE,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O36,O36,Assist prest mae outr probl fet conhec susp,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O360,O36,Assist prestada a mae p/isoimunizacao Rh,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O361,O36,Assist prest mae p/outr tipos isoimunizacao,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O362,O36,Assist prestada a mae p/hidropsia fetal,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O363,O36,Assist prestada a mae p/sinais hipoxia fetal,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O364,O36,Assist prestada a mae p/morte intra-uterina,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O365,O36,Assist prestada a mae p/insuf cresc fetal,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
O366,O36,Assist prestada a mae p/cresc fetal excess,assistencia_obstetrica,assistencia_materna_ou_fetal,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,0
